Name,Affiliation,Interests,Cited By,Profile URL,h-index,i10-index,Research Papers
Ramesh L. Gardas,"Professor, Indian Institute of Technology Madras","Chemical Sciences, Physical Chemistry, Ionic Liquids, Thermodynamics, Sustainability",12039,https://scholar.google.com/citations?hl=en&user=XMS4hv0AAAAJ,56,201,"['Mutual solubilities of water and hydrophobic ionic liquids', 'High-pressure densities and derived thermodynamic properties of imidazolium-based ionic liquids', 'Revisiting the physicochemical properties and applications of deep eutectic solvents', 'Mutual solubilities of water and the [C n mim][Tf2N] hydrophobic ionic liquids', 'Group contribution methods for the prediction of thermophysical and transport properties of ionic liquids', 'A group contribution method for viscosity estimation of ionic liquids', 'PρT Measurements of Imidazolium-Based Ionic Liquids', 'Extension of the Ye and Shreeve group contribution method for density estimation of ionic liquids in a wide range of temperatures and pressures', 'Densities and derived thermodynamic properties of imidazolium-, pyridinium-, pyrrolidinium-, and piperidinium-based ionic liquids', 'Thermophysical properties of ionic liquids']"
Sundararajan Natarajan,"Department of Mechanical Engineering, Indian Institute of Technology-Madras","Computational Mechanics, moving boundary problems, multi-physics problems",11588,https://scholar.google.com/citations?hl=en&user=-JHtQpIAAAAJ,56,204,"['NURBS-based finite element analysis of functionally graded plates: static bending, vibration, buckling and flutter', 'Strain smoothing in FEM and XFEM', 'Bending and vibration of functionally graded material sandwich plates using an accurate theory', 'Size-dependent free flexural vibration behavior of functionally graded nanoplates', 'Phase field modelling of crack propagation in functionally graded materials', 'Numerical integration over arbitrary polygonal domains based on Schwarz–Christoffel conformal mapping', 'Nonlinear free flexural vibrations of functionally graded rectangular and skew plates under thermal environments', 'An adaptive singular ES-FEM for mechanics problems with singular field of arbitrary order', 'A review of the scaled boundary finite element method for two-dimensional linear elastic fracture mechanics', 'Application of higher-order structural theory to bending and free vibration analysis of sandwich plates with CNT reinforced composite facesheets']"
Ligy Philip,Indian Institute of Technology Madras,"Water and wastewater treatment, Reuse and recycle, Emerging contaminat removal, sanitation",11466,https://scholar.google.com/citations?hl=en&user=sDQxkIAAAAAJ,57,165,"['Manganese-oxide-coated alumina: a promising sorbent for defluoridation of water', 'Enhanced fluoride removal from drinking water by magnesia-amended activated alumina granules', 'Electron competition among nitrogen oxides reduction during methanol-utilizing denitrification in wastewater treatment', 'Photocatalytic degradation of lindane under UV and visible light using N-doped TiO2', 'Biosorption of chromium species by aquatic weeds: kinetics and mechanism studies', 'Bioremediation of chromium contaminated soil: optimization of operating parameters under laboratory conditions', 'Adsorption and desorption characteristics of hydrophobic pesticide endosulfan in four Indian soils', 'Bioremediation of Cr (VI) in contaminated soils', 'Biosorption of hexavalent and trivalent chromium by palm flower (Borassus aethiopum)', 'Cr(VI) Reduction by Bacillus coagulans Isolated from Contaminated Soils']"
Krishna Moorthy Sivalingam,"Professor, Indian Institute of Technology Madras",Computer Networks,11141,https://scholar.google.com/citations?hl=en&user=mn54pyMAAAAJ,44,129,"['Data gathering in sensor networks using the energy delay metric', 'Data gathering algorithms in sensor networks using energy metrics', 'A survey of energy efficient network protocols for wireless networks', 'Wireless sensor networks', 'CDMA mobile station wireless transmission power management with adaptive scheduling priorities based on battery power level', 'Dynamic resource allocation schemes during handoff for mobile multimedia wireless networks', 'A comparison of MAC protocols for wireless local networks based on battery power consumption', 'Optical WDM networks: Principles and practice', 'Adaptive frequency channel assignment based on battery power level in wireless access protocols', 'Call admission control for voice/data integrated cellular networks: performance analysis and comparative study']"
Krishnan Balasubramaniam,Indian Institute of Technology,"Non-destructive Evaluation, NDT, NDE, QNDE, Ultrasonics",11138,https://scholar.google.com/citations?hl=en&user=yYFBxAwAAAAJ,57,245,"['Review of Progress in Quantitative Nondestructive Evaluation', 'Functionalized graphene reinforced thermoplastic nanocomposites as strain sensors in structural health monitoring', 'Interaction of the primary anti-symmetric Lamb mode (Ao) with symmetric delaminations: numerical and experimental studies', 'Laser ultrasonic inspection of additive manufactured components', 'Creep damage assessment in titanium alloy using a nonlinear ultrasonic technique', 'Waveguide technique for the simultaneous measurement of temperature dependent properties of materials', 'One-pot synthesis of conducting graphene–polymer composites and their strain sensing application', 'Interaction of guided Lamb waves with an asymmetrically located delamination in a laminated composite plate', 'Structural health monitoring of composite structures using Lamb wave tomography', 'Automatic defect identification using thermal image analysis for online weld quality monitoring']"
Jitendra Sangwai,"Fellow, INAE, NASc & Professor, Chemical Engineering, IIT Madras; Associate Editor …","Petroleum Engineering, Natural Gas Engineering, CCUS, Environmental Engineering, Nanotechnology",11042,https://scholar.google.com/citations?hl=en&user=pO3TYREAAAAJ,59,184,"['Effect of CuO and ZnO nanofluids in xanthan gum on thermal, electrical and high pressure rheology of water-based drilling fluids', 'Silica nanofluids in an oilfield polymer polyacrylamide: interfacial properties, wettability alteration, and applications for chemical enhanced oil recovery', 'Comprehensive review on the role of surfactants in the chemical enhanced oil recovery process', 'Thermal stability of oil-in-water Pickering emulsion in the presence of nanoparticle, surfactant, and polymer', 'A review of the supercritical CO2 fluid applications for improved oil and gas production and associated carbon storage', 'Effect of a novel clay/silica nanocomposite on water-based drilling fluids: Improvements in rheological and filtration properties', 'Formation and dissociation kinetics of methane hydrates in seawater and silica sand', 'Effect of nanofluids of CuO and ZnO in polyethylene glycol and polyvinylpyrrolidone on the thermal, electrical, and filtration-loss properties of water-based drilling fluids', 'Effect of silica sand size on the formation kinetics of CO2 hydrate in porous media in the presence of pure water and seawater relevant for CO2 sequestration', 'Energy recovery from simulated clayey gas hydrate reservoir using depressurization by constant rate gas release, thermal stimulation and their combinations']"
"K.Ramamurthy, Ph.D.,","Building Tech.& Const. Mgt Div., Dept. of Civil Engg., IIT Madras, Chennai, India","Foam concrete, Aerated concrete, Light weight aggregate concrete, Sustainable Building Technology",10986,https://scholar.google.com/citations?hl=en&user=FHVpuHsAAAAJ,47,74,"['A classification of studies on properties of foam concrete', 'Structure and properties of aerated concrete: a review', 'Influence of parent concrete on the properties of recycled aggregate concrete', 'Air‐void characterisation of foam concrete', 'Influence of filler type on the properties of foam concrete', 'Sorption characteristics of foam concrete', 'Models relating mixture composition to the density and strength of foam concrete using response surface methodology', 'Fresh state characteristics of foam concrete', 'Microstructural investigations on aerated concrete', 'Influence of binders on properties of sintered fly ash aggregate']"
Dr. R. JAYAGANTHAN,"Professor, Department of Engineering Design, IIT Madras","Additive Manufacturing, Fatigue & Fracture Mechanics, Impact Mechanics, FEA, Machine Learning Based Life Time Prediction …",10963,https://scholar.google.com/citations?hl=en&user=7tJDBfAAAAAJ,58,229,"['A study on the mechanical properties of cryorolled Al–Mg–Si alloy', 'Hot corrosion behavior of detonation gun sprayed Cr3C2–NiCr coatings on Ni and Fe-based superalloys in Na2SO4–60% V2O5 environment at 900° C', 'Effect of ageing on microstructure and mechanical properties of bulk, cryorolled, and room temperature rolled Al 7075 alloy', 'Evaluation of cyclic hot corrosion behaviour of detonation gun sprayed Cr3C2–25% NiCr coatings on nickel-and iron-based superalloys', 'Microstructural characterizations of magnetron sputtered Ti films on glass substrate', 'Structural characterizations of magnetron sputtered nanocrystalline TiN thin films', 'A study on sliding and erosive wear behaviour of atmospheric plasma sprayed conventional and nanostructured alumina coatings', 'Mechanical properties and microstructural evolution of Al 6061 alloy processed by multidirectional forging at liquid nitrogen temperature', 'Development of ultrafine grained high strength age hardenable Al 7075 alloy by cryorolling', 'Influence of working environment and built orientation on the tensile properties of selective laser melted AlSi10Mg alloy']"
Dr TS Sampath Kumar,"Professor Emeritus, Medical Materials Laboratory, Indian Institute of Technology Madras","Nanostructured biomaterials, antimicrobial ceramics and delivery systems, injectable bone cements and value added …",10841,https://scholar.google.com/citations?hl=en&user=TiNVPS4AAAAJ,53,159,"['Nano-based drug delivery systems: Conventional drug delivery routes, recent developments and future prospects', 'Design of biocomposite materials for bone tissue regeneration', 'Antibacterial nanosized silver substituted hydroxyapatite: synthesis and characterization', 'Development of hydroxyapatite derived from Indian coral', 'A novel route for synthesis of nanocrystalline hydroxyapatite from eggshell waste', 'Mineralization of osteoblasts with electrospun collagen/hydroxyapatite nanofibers', 'Biocomposite nanofibres and osteoblasts for bone tissue engineering', 'Microwave-assisted copper-catalyzed preparation of diaryl chalcogenides', 'Strontium‐substituted calcium deficient hydroxyapatite nanoparticles: synthesis, characterization, and antibacterial properties', 'Effect of deacetylation time on the preparation, properties and swelling behavior of chitosan films']"
Aamod V. Desai,IIT Madras,"Metal-Organic Frameworks, Porous Materials, Sustainable Chemistry",10749,https://scholar.google.com/citations?hl=en&user=DD3gTy4AAAAJ,44,71,"['Metal–organic frameworks: functional luminescent and photonic materials for sensing applications', 'A fluorescent metal–organic framework for highly selective detection of nitro explosives in the aqueous phase', 'Hydrogen‐bonded organic frameworks (HOFs): a new class of porous crystalline proton‐conducting materials', 'Advanced porous materials for sensing, capture and detoxification of organic pollutants toward water remediation', 'A water‐stable cationic metal–organic framework as a dual adsorbent of oxoanion pollutants', '2021 roadmap for sodium-ion batteries', 'Selective and sensitive aqueous‐phase detection of 2, 4, 6‐trinitrophenol (TNP) by an amine‐functionalized metal–organic framework', 'Ionic metal-organic frameworks (iMOFs): Design principles and applications', 'Guest-responsive metal–organic frameworks as scaffolds for separation and sensing applications', 'Engineering metal–organic frameworks for aqueous phase 2, 4, 6-trinitrophenol (TNP) sensing']"
Sujith RI,Indian Institute of Technology Madras,"Thermoacoustic instability, Complex systems theory",10668,https://scholar.google.com/citations?hl=en&user=ChR5YpEAAAAJ,54,185,"['Sensitivity and nonlinearity of thermoacoustic oscillations', 'Deep learning for early warning signals of tipping points', 'Intermittency route to thermoacoustic instability in turbulent combustors', 'Thermoacoustic instability in a Rijke tube: Non-normality and nonlinearity', 'Nonlinear self-excited thermoacoustic oscillations: intermittency and flame blowout', 'Multifractality in combustion noise: predicting an impending combustion instability', 'Route to chaos for combustion instability in ducted laminar premixed flames', 'Loss of chaos in combustion noise as a precursor of impending combustion instability', 'Non-normality and nonlinearity in combustion-acoustic interactions in diffusion flames', 'Exact solutions for the longitudinal vibration of non-uniform rods']"
Ravindra Gettu,IIT Madras,Civil Engineering,10557,https://scholar.google.com/citations?hl=en&user=Q-uy3fUAAAAJ,47,136,"['Mechanical properties and durability performance of concretes with Limestone Calcined Clay Cement (LC3)', 'Test and design methods for steel fibre reinforced concrete', 'Study of the behavior of concrete under triaxial compression', 'Service life and life cycle assessment of reinforced concrete systems with limestone calcined clay cement (LC3)', 'Sustainable materials for 3D concrete printing', 'Fracture properties and brittleness of high-strength concrete.', 'Rate effects and load relaxation in static fracture of concrete', 'Study of the distribution and orientation of fibers in SFRC specimens', 'On the characterization of flexural toughness in fiber reinforced concretes', 'Influence of supplementary cementitious materials on the sustainability parameters of cements and concretes in the Indian context']"
Vinu Ravikrishnan,"Professor, Chemical Engineering, Indian Institute of Technology Madras, India","Thermochemical technologies, biomass conversion, waste plastics and solid wastes to fuels and …",10162,https://scholar.google.com/citations?hl=en&user=gAIc9hEAAAAJ,57,145,"['Development of novel chitosan–lignin composites for adsorption of dyes and metal ions from wastewater', 'A mechanistic model of fast pyrolysis of glucose-based carbohydrates to predict bio-oil composition', 'Environmental remediation by photocatalysis', 'Microwave assisted co-pyrolysis of biomasses with polypropylene and polystyrene for high quality bio-oil production', 'Technical challenges in scaling up the microwave technology for biomass processing', 'Unraveling reaction pathways and specifying reaction kinetics for complex systems', 'Investigation of dye functional group on the photocatalytic degradation of dyes by nano-TiO2', 'Mechanistic understanding of thermochemical conversion of polymers and lignocellulosic biomass', 'Kinetics of Simultaneous Photocatalytic Degradation of Phenolic Compounds and Reduction of Metal Ions with Nano-TiO2', 'Kinetics of Sonophotocatalytic Degradation of Anionic Dyes with Nano-TiO2']"
A Jayakrishnan,"Former Professor, Department of Biotechnology, Indian Institute of Technology Madras …","Biomaterials, Drug Delivery, Polymers",10095,https://scholar.google.com/citations?hl=en&user=a8Fqx7MAAAAJ,49,97,"['Evaluation of an in situ forming hydrogel wound dressing based on oxidized alginate and gelatin', 'Self-cross-linking biopolymers as injectable in situ forming biodegradable scaffolds', 'Glutaraldehyde as a fixative in bioprostheses and drug delivery matrices', 'Glutaraldehyde cross-linked chitosan microspheres as a long acting biodegradable drug delivery vehicle: studies on the in vitro release of mitoxantrone and in vivo degradation\xa0…', 'Self-crosslinked oxidized alginate/gelatin hydrogel as injectable, adhesive biomimetic scaffolds for cartilage regeneration', 'Cross‐linked chitosan microspheres: preparation and evaluation as a matrix for the controlled release of pharmaceuticals', 'Progesterone-loaded chitosan microspheres: a long acting biodegradable controlled delivery system', 'A floating-type oral dosage form for piroxicam based on hollow polycarbonate microspheres: in vitro and in vivo evaluation in rabbits', 'Oral sustained‐release drug delivery systems using polycarbonate microspheres capable of floating on the gastric fluid', 'A novel injectable tissue adhesive based on oxidized dextran and chitosan']"
AN Rajagopalan,Indian Institute of Technology Madras,Image Processing and Computer Vision,9812,https://scholar.google.com/citations?hl=en&user=jXTZEw4AAAAJ,51,136,"['Identification of humans using gait', 'Spatially-attentive patch-hierarchical network for adaptive motion deblurring', 'Depth from defocus: a real aperture imaging approach', 'Gait analysis for human identification', 'Gait-based recognition of humans using continuous HMMs', 'Off-line signature verification using DTW', 'Super-resolution of face images using kernel PCA-based prior', 'Spatially-adaptive image restoration using distortion-guided networks', 'Pirm challenge on perceptual image enhancement on smartphones: Report', 'Depth estimation and image restoration using defocused stereo pairs']"
Chandra Sekhar C,Indian Institute of Technology Madras,"Machine learning, Deep learning, Metric learning",9773,https://scholar.google.com/citations?hl=en&user=W5sQEeQAAAAJ,40,65,"['It is time to address airborne transmission of COVID-19', 'How can airborne transmission of COVID-19 indoors be minimised?', 'Development of the ASHRAE global thermal comfort database II', 'Dismantling myths on the airborne transmission of severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2)', 'A paradigm shift to combat indoor respiratory infection', 'Airflow dynamics of human jets: sneezing and breathing-potential sources of infectious aerosols', 'Thermal comfort evaluation of naturally ventilated public housing in Singapore', 'k-Shape clustering algorithm for building energy usage patterns analysis and forecasting model accuracy improvement', 'Experimental investigation of the human convective boundary layer in a quiescent indoor environment', 'Energy analysis of the personalized ventilation system in hot and humid climates']"
Mitesh Khapra,Indian Institute of Technology Madras,"Natural Language Processing, Machine Learning",9721,https://scholar.google.com/citations?hl=en&user=DV8z8DYAAAAJ,45,111,"['IndicNLPSuite: Monolingual corpora, evaluation benchmarks and pre-trained multilingual language models for Indian languages', 'Plotqa: Reasoning over scientific plots', 'A survey of evaluation metrics used for NLG systems', 'An autoencoder approach to learning bilingual word representations', 'Show me your evidence-an automatic method for context dependent evidence detection', 'A survey of adversarial defenses and robustness in nlp', 'Complex sequential question answering: Towards learning to converse over linked question answer pairs with a knowledge graph', 'Indictrans2: Towards high-quality and accessible machine translation models for all 22 scheduled indian languages', 'Diversity driven attention model for query-based abstractive summarization', 'Samanantar: The Largest Publicly Available Parallel Corpora Collection for 11 Indic Languages']"
MS Ramachandra Rao,IIT Madras,"Diamondtronics and Oxide electronics …, NV-centres in diamond, Diamond coatings for tec",9632,https://scholar.google.com/citations?hl=en&user=rwQixokAAAAJ,50,221,"['The 2016 oxide electronic materials and oxide interfaces roadmap', 'Tunable bandgap in BiFeO3 nanoparticles: the role of microstrain and oxygen defects', 'Structure, microstructure and physical properties of ZnO based materials in various forms: bulk, thin film and nano', 'Structural, magnetic, and electrical studies on polycrystalline transition-metal-doped BiFeO3  thin films', 'Color tuning of Y3Al5O12: Ce phosphor and their blend for white LEDs', 'Optical and electrical resistivity studies of isovalent and aliovalent  transition metal ion doped ZnO', 'Epitaxial  thin films: A spintronic material with tunable electrical and magnetic properties', 'Charge transfer and electronic transitions in polycrystalline', 'ZnO@MnO2 Core–Shell Nanofiber Cathodes for High Performance Asymmetric Supercapacitors', 'Low temperature magnetocaloric effect in polycrystalline BiFeO3 ceramics']"
