Name,Affiliation,Interests,Cited By,Profile URL,h-index,i10-index,Research Papers,Unnamed: 0,Interest Domains
Selvakumar Sermadurai,"Associate Professor, IIT Indore","Asymmetric synthesis, Photoredox, Hypervalent iodine, Radical chemistry, Dual Catalysis",1833,https://scholar.google.com/citations?hl=en&user=0tcJGwEAAAAJ,23.0,35.0,"['Enantioselective organo‐photocatalysis mediated by atropisomeric thiourea derivatives', 'Highly enantioselective organocatalytic sulfa-Michael addition to α, β-unsaturated ketones', 'Metal‐Free C\uf8ff H Bond Activation of Branched Aldehydes with a Hypervalent Iodine (III) Catalyst under Visible‐Light Photolysis: Successful Trapping with Electron‐Deficient Olefins', 'Synthesis and characterization of polyurethane networks derived from soybean-oil-based cyclic carbonates and bioderivable diamines', 'Enantioselective Henry reaction catalyzed by C2-symmetric chiral diamine–copper(II) complex', 'Thermoset coatings from epoxidized sucrose soyate and blocked, bio‐based dicarboxylic acids', 'Efficient Photolytic C–H Bond Functionalization of Alkylbenzene with Hypervalent Iodine(III) Reagent', 'Recent Developments in Direct C–H Functionalization of Quinoxalin-2(1H)-ones via Radical Addition Processes', 'Evaluating Thiourea Architecture for Intramolecular [2+ 2] Photocycloaddition of 4‐Alkenylcoumarins', 'Dual Photoredox and Cobalt Catalysis Enabled Transformations']",67.0,"[""Organocatalysis and Photocatalysis"", ""Hypervalent Iodine Chemistry"", ""Catalysis and Functionalization"", ""Polymeric and Coating Chemistry"", ""Bio-based Materials""]"
Dr. Surya Prakash,"Professor, Indian Institute of Technology Indore","Ear Recognition, Biometrics, Pattern Recognition, Computer Vision, Image Processing",1814,https://scholar.google.com/citations?hl=en&user=pqP66FLxeBMC,27.0,57.0,"['An efficient ear recognition technique invariant to illumination and pose', 'An efficient ear localization technique', 'A skin-color and template based technique for automatic ear detection', 'Handling Data Scarcity Through Data Augmentation in Training of Deep Neural Networks for 3D Data Processing', 'Robust biometric authentication system with a secure user template', 'Iris segmentation using improved hough transform', 'Robust technique for fingerprint template protection', 'Ear localization from side face images using distance transform and template matching', 'Human recognition using 3D ear images', 'Point cloud based deep convolutional neural network for 3D face recognition']",68.0,"[""Computer Vision and Pattern Recognition"", ""Data Processing and Machine Learning"", ""Biometrics and Authentication"", ""Facial and Iris Recognition"", ""3D Perception and Recognition""]"
Abhijeet Joshi,IIT Indore,"Biosensor, Nanomedicine, Biomaterials",1780,https://scholar.google.com/citations?hl=en&user=xphbhZkAAAAJ,26.0,47.0,"['In-vitro and ex-vivo evaluation of raloxifene hydrochloride delivery using nano-transfersome based formulations', 'Multifunctional Alginate Microspheres for Biosensing, Drug Delivery and Magnetic Resonance Imaging', 'Advances in detection of hazardous organophosphorus compounds using organophosphorus hydrolase based biosensors', 'Nano-in-micro alginate based hybrid particles', 'Innovative constructed wetland coupled with microbial fuel cell for enhancing diazo dye degradation with simultaneous electricity generation', 'Enzyme-based biosensors', 'pH and urea estimation in urine samples using single fluorophore and ratiometric fluorescent biosensors', 'Fluorescent biocompatible platinum-porphyrin–doped polymeric hybrid particles for oxygen and glucose biosensing', 'The interplay between activity and filament flexibility determines the emergent properties of active nematics', 'Compaction studies of alternate solid forms of celecoxib']",69.0,"[""Bioengineering and Biomaterials"", ""Biosensors and Sensor Technology"", ""Polymeric Materials and Composites"", ""Nanotechnology and Nanomaterials"", ""Environmental Science and Engineering""]"
Dr. Trapti Jain,"Electrical Engineering, IIT Indore",Power system security analysis,1719,https://scholar.google.com/citations?hl=en&user=gPlaMBMAAAAJ,22.0,33.0,"['Tunable-Q wavelet transform and dual multiclass SVM for online automatic detection of power quality disturbances', 'Estimation of single phase and three-phase power quality indices using Empirical Wavelet Transform', 'A classification method for multiple power quality disturbances using EWT based adaptive filtering and multiclass SVM', 'Fast voltage contingency screening using radial basis function neural network', 'Visualizing time-varying power quality indices using generalized empirical wavelet transform', 'Aggregated electric vehicle resource modelling for regulation services commitment in power grid', 'Fast amplitude estimation of harmonics using undecimated wavelet packet transform and its hardware implementation', 'Analysis of low frequency oscillations in power system using EMO ESPRIT', 'Impacts of G2V and V2G power on electricity demand profile', 'Dynamic ATC enhancement through optimal placement of FACTS controllers']",70.0,"[""Power Systems"", ""Signal Processing"", ""Data Analysis""]"
Dr. Prabhat Gautam,IIT Indore,donor acceptor systems,1711,https://scholar.google.com/citations?hl=en&user=kJS_UpMAAAAJ,27.0,36.0,"['Unsymmetrical Donor–Acceptor–Acceptor− π–Donor Type Benzothiadiazole-Based Small Molecule for a Solution Processed Bulk Heterojunction Organic Solar Cell', 'Donor–acceptor–acceptor (D–A–A) type 1, 8-naphthalimides as non-fullerene small molecule acceptors for bulk heterojunction solar cells', 'Tuning of the HOMO–LUMO gap of donor-substituted symmetrical and unsymmetrical benzothiadiazoles', 'Donor–acceptor, ferrocenyl substituted BODIPYs with marvelous supramolecular interactions', 'Optical limiting performance of meso-tetraferrocenyl porphyrin and its metal derivatives', 'Ferrocenyl BODIPYs: synthesis, structure and properties', 'Aryl-substituted unsymmetrical benzothiadiazoles: synthesis, structure, and properties', 'Pulling with the Pentafluorosulfanyl Acceptor in Push–Pull Dyes', 'Unsymmetrical and Symmetrical Push–Pull Phenothiazines', 'Donor–acceptor perylenediimide–ferrocene conjugates: synthesis, photophysical, and electrochemical properties']",71.0,"[""Organic Electronics and Materials"", ""Supramolecular Chemistry"", ""Polymer Chemistry"", ""Photochemistry""]"
PRADEEP KUNDU,"Assistant Professor, IIT Indore","Industrial AI, Digital Twin, Smart Manufacturing, Condition Monitoring, Quality Control",1709,https://scholar.google.com/citations?hl=en&user=mx4YjS8AAAAJ,20.0,30.0,"['Integrated Cyber-Physical Systems and Industrial Metaverse for Remote Manufacturing', 'Weibull accelerated failure time regression model for remaining useful life prediction of bearing working under multiple operating conditions', 'An adaptive feature mode decomposition based on a novel health indicator for bearing fault diagnosis', 'A review on diagnostic and prognostic approaches for gears', 'State-space modeling and novel entropy-based health indicator for dynamic degradation monitoring of rolling element bearing', 'VMD based trigonometric entropy measure: A simple and effective tool for dynamic degradation monitoring of rolling element bearing', 'A correlation coefficient based vibration indicator for detecting natural pitting progression in spur gears', 'An ensemble decision tree methodology for remaining useful life prediction of spur gears under natural pitting progression', 'Multiple failure behaviors identification and remaining useful life prediction of ball bearings', 'Review of rotating machinery elements condition monitoring using acoustic emission signal']",72.0,"[""Mechanical Engineering"", ""Condition Monitoring"", ""Data Analytics"", ""Predictive Maintenance""]"
Ankur Miglani,"Associate Professor, Indian Institute of Technology, Indore, Purdue University, KAIST","Droplet combustion, Thermal management of electronics, Hydraulics",1568,https://scholar.google.com/citations?hl=en&user=6ABZdEoAAAAJ,22.0,37.0,"['Combustion and heat transfer characteristics of nanofluid fuel droplets: A short review', 'Deep CNN-based damage classification of milled rice grains using a high-magnification image dataset', 'Insight into instabilities in burning droplets', 'Performance evaluation of LSTM and Bi-LSTM using non-convolutional features for blockage detection in centrifugal pump', 'Effect of particle concentration on shape deformation and secondary atomization characteristics of a burning nanotitania dispersion droplet', 'Measurement of flow maldistribution induced by the Ledinegg instability during boiling in thermally isolated parallel microchannels', 'Coupled Mechanisms of Precipitation and Atomization in Burning Nanofluid Fuel Droplets', 'Sphere to ring morphological transformation in drying nanofluid droplets in a contact-free environment', 'An experimental investigation of the effect of thermal coupling between parallel microchannels undergoing boiling on the Ledinegg instability-induced flow maldistribution', 'Transition in vortex breakdown modes in a coaxial isothermal unconfined swirling jet']",73.0,"[""Fluid Mechanics"", ""Nanotechnology"", ""Pattern Recognition"", ""Heat Transfer""]"
Dr. Umesh A. Kshirsagar,"Associate Professor, Indian Institute of Technology Indore, Indore.",Synthetic Organic Chemistry,1557,https://scholar.google.com/citations?hl=en&user=8vewZAUAAAAJ,19.0,28.0,"['Recent developments in the chemistry of quinazolinone alkaloids', 'Advanced synthetic strategies for constructing quinazolinone scaffolds', 'Iron-catalyzed oxidative cross-coupling of phenols and alkenes', 'Copper-Catalyzed Intramolecular N-Arylation of Quinazolinones: Facile Convergent Approach to (−)-Circumdatins H and J', 'One pot synthesis of substituted imidazopyridines and thiazoles from styrenes in water assisted by NBS', 'Aerobic Iron‐Based Cross‐Dehydrogenative Coupling Enables Efficient Diversity‐Oriented Synthesis of Coumestrol‐Based Selective Estrogen Receptor Modulators', 'Ligand-controlled iron-catalyzed coupling of α-substituted β-ketoesters with phenols', 'Hexamethyldisilazane-iodine induced intramolecular dehydrative cyclization of diamides: a general access to natural and unnatural quinazolinones', 'Total synthesis of proposed auranthine', 'Eosin Y photoredox catalyzed net redox neutral reaction for regiospecific annulation to 3-sulfonylindoles via anion oxidation of sodium sulfinate salts']",74.0,"[""Organic Synthesis"", ""Transition Metal Catalysis"", ""Natural Products Chemistry"", ""Aqueous Chemistry""]"
Devendra Deshmukh,Indian Institute of Technology Indore (IIT-Indore),"Renewable Fuels, Sprays, IC Engine",1550,https://scholar.google.com/citations?hl=en&user=KJsV7yQAAAAJ,20.0,29.0,"['Perspectives of microalgal biofuels as a renewable source of energy', 'A review of the effect of the composition of biodiesel on NOx emission, oxidative stability and cold flow properties', 'A comprehensive review of waste heat recovery from a diesel engine using organic rankine cycle', 'Actuator fault-tolerant control study of an underwater robot with four rotatable thrusters', 'Statistical optimization using central composite design for biomass and lipid productivity of microalga: a step towards enhanced biodiesel production', 'Cultivation of Chlorella sp. IM-01 in municipal wastewater for simultaneous nutrient removal and energy feedstock production', 'Spray characterization of straight vegetable oils at high injection pressures', 'Diesel and diesel-gasoline fuelled premixed low temperature combustion (LTC) engine mode for clean combustion', 'Influence of varying nitrogen levels on lipid accumulation in Chlorella sp.', 'Simulation-based semi-empirical comparative study of fixed and vectored thruster configurations for an underwater vehicle']",75.0,"[""Bioenergy and Biomass Conversion"", ""Environmental Engineering"", ""Renewable Energy"", ""Control Systems"", ""Fluid Mechanics""]"
Naresh Kumar Kumawat,"Department of Physics, IIT Indore, India","Perovskite, Light-emitting diodes, Nanocrystals, Photovoltaics, Device physics",1543,https://scholar.google.com/citations?hl=en&user=69VqlgIAAAAJ,12.0,13.0,"['Band gap tuning of CH3NH3Pb (Br1–xClx) 3 hybrid perovskite for blue electroluminescence', 'Blue Perovskite Light-Emitting Diodes: Progress, Challenges and Future Directions', 'Near infrared to visible electroluminescent diodes based on organometallic halide perovskites: structural and optical investigation', 'On the uniqueness of ideality factor and voltage exponent of perovskite-based solar cells', 'Recent Advances in Metal Halide-Based Perovskite LightEmitting Diodes', 'Structural, optical, and electronic properties of wide bandgap perovskites: Experimental and theoretical investigations', 'Ligand Engineering to Improve the Luminance Efficiency of CsPbBr3 Nanocrystal Based Light-Emitting Diodes', 'Quantitative correlation of perovskite film morphology to light emitting diodes efficiency parameters', 'Mobile ions determine the luminescence yield of perovskite light-emitting diodes under pulsed operation', 'Metal Doping/Alloying of Cesium Lead Halide Perovskite Nanocrystals and their Applications in Light‐Emitting Diodes with Enhanced Efficiency and Stability']",76.0,"[""Organic-Inorganic Perovskites and Hybrid Materials""]"
