,Name,Affiliation,Interests,Cited By,Profile URL,h-index,i10-index,Research Papers
209,Munish Kumar Upadhyay,"Indo-Belgium Postdoctoral Fellow at IIT Kanpur, India; Ph.D (BHU-Varanasi), India","Arsenic, Chromium, Groundwater, Wastewater, Crop-Soil science",1944,https://scholar.google.com/citations?hl=en&user=HEe1T2YAAAAJ,23,28,"['A review of arsenic in crops, vegetables, animals and food products', 'An assessment of arsenic hazard in groundwater–soil–rice system in two villages of Nadia district, West Bengal, India', 'Utilizing the potential of microorganisms for managing arsenic contamination: a feasible and sustainable approach', 'Selenium–An environmentally friendly micronutrient in agroecosystem in the modern era: An overview of 50-year findings', 'Arsenic in rice agro-ecosystem: Solutions for safe and sustainable rice production', 'Cellular and subcellular phosphate transport machinery in plants', 'Arsenic dynamics and flux assessment under drying-wetting irrigation and enhanced microbial diversity in paddy soils: A four year study in Bengal delta plain', 'Biotechnological strategies for remediation of arsenic-contaminated soils to improve soil health and sustainable agriculture', 'Elemental (As, Zn, Fe and Cu) analysis and health risk assessment of rice grains and rice based food products collected from markets from different cities of Gangetic basin, India', 'Ultra-structure alteration via enhanced silicon uptake in arsenic stressed rice cultivars under intermittent irrigation practices in Bengal delta basin']"
210,SS Banerjee,"Department of Physics, IIT Kanpur","Superconductivity, magnetism, Topological Insulators, Transport in biological systems",1921,https://scholar.google.com/citations?hl=en&user=PZH2sWkAAAAJ,24,48,"['Anomalous peak effect in CeRu_ {2} and 2H-NbSe_ {2}: Fracturing of a flux line lattice', 'Melting of “porous” vortex matter', 'Disorder, metastability, and history dependence in transformations of a vortex lattice', 'Manifestation of history-dependent critical currents via dc and ac magnetization measurements in single crystals of  and', 'First-order phase transition from the vortex liquid to an amorphous solid', 'Vortex nanoliquid in high-temperature superconductors', 'Disorder-induced phase coexistence in bulk doped manganites and its suppression in nanometer-sized crystals: The case of', 'Peak effect, plateau effect, and fishtail anomaly: The reentrant amorphization of vortex matter in', 'Metastability and switching in the vortex state of 2H-NbSe2', 'Disordered type-II superconductors: a universal phase diagram for low-Tc systems']"
211,Srinivas K. Yadavalli,IIT Kanpur,"Materials Science, Solar Cells, Materials Processing, Mechanics, Batteries",1908,https://scholar.google.com/citations?hl=en&user=Gif-le8AAAAJ,16,16,"['Interfacial toughening with self-assembled monolayers enhances perovskite solar cell reliability', 'Interpenetrating interfaces for efficient perovskite solar cells with high operational stability and mechanical robustness', 'Thermo-mechanical behavior of organic-inorganic halide perovskites for solar cells', 'Understanding the electro-chemo-mechanics of Li plating in anode-free solid-state batteries with operando 3D microscopy', 'Subgrain special boundaries in halide perovskite thin films restrict carrier diffusion', 'Facile healing of cracks in organic–inorganic halide perovskite thin films', 'High-performance methylammonium-free ideal-band-gap perovskite solar cells', 'Effect of grain size on the fracture behavior of organic-inorganic halide perovskite thin films for solar cells', 'Effect of grain boundaries on charge transport in methylammonium lead iodide perovskite thin films', 'Direct characterization of carrier diffusion in halide-perovskite thin films using transient photoluminescence imaging']"
212,Deshdeep Sahdev,"Professor of Physics, IIT, Kanpur","High energy physics, cosmology, microscopy",1875,https://scholar.google.com/citations?hl=en&user=0_C5beIAAAAJ,15,17,"['Magnetic Moment of Weak Bosons Produced in  and  Collisions', 'W±Z 0 and W±γ pair production in ν e, pp, and p¯ p collisions', 'Towards a realistic Kaluza-Klein cosmology', 'Evolving Lorentzian wormholes', 'Perfect-fluid higher-dimensional cosmologies', 'W+/-Z0 and W+/-γ pair production in νe, pp, and p¯p collisions', 'Restricted class of traversable wormholes with traceless matter', 'Resonances in the transmission of massless scalar waves in a class of wormholes', 'The infinite-dimensional gauge structure of Kaluza-Klein theories I: D= 1+ 4', 'Dimensional reduction of symmetric higher spin actions i: Bosons']"
213,Vivek Verma,Assistant Professor at Indian Institute of Technology (IIT) Kanpur,"e-waste, recycling, Hydrometallurgy, bulk X-ray characterization, Aqueous Batteries",1862,https://scholar.google.com/citations?hl=en&user=o9AfQKcAAAAJ,19,23,"['Undesired reactions in aqueous rechargeable zinc ion batteries', 'Progress in rechargeable aqueous zinc‐and aluminum‐ion battery electrodes: challenges and outlook', 'Direct recycling of Li‐ion batteries from cell to pack level: Challenges and prospects on technology, scalability, sustainability, and economics', 'Layered VOPO4 as a Cathode Material for Rechargeable Zinc-Ion Battery: Effect of Polypyrrole Intercalation in the Host and Water Concentration in the Electrolyte', 'Investigating FeVO4 as a cathode material for aqueous aluminum-ion battery', 'Boosting Zn-Ion Storage Performance of Bronze-Type VO2 via Ni-Mediated Electronic Structure Engineering', ""Water in rechargeable multivalent‐ion batteries: an electrochemical Pandora's box"", 'Bronze-type vanadium dioxide holey nanobelts as high performing cathode material for aqueous aluminium-ion batteries', 'Hybrid Electrolyte Design for High‐Performance Zinc–Sulfur Battery', 'Chelating ligands as electrolyte solvent for rechargeable zinc-ion batteries']"
214,R Ramkumar PhD,"Sr. Project Executive Officer, MFCEM, Dept. of BSBE, Indian Institute of Technology Kanpur","Gene Therapy for type 2 diabetes, aquaculture diseases",1833,https://scholar.google.com/citations?hl=en&user=5bFMo3AAAAAJ,16,18,"['Green synthesis of gold nanoparticles using seed aqueous extract of Abelmoschus esculentus and its antifungal activity', 'The Green synthesis of gold nanoparticles using an aqueous root extract of Morinda citrifolia L', 'Effect of sub-acute exposure to nickel nanoparticles on oxidative stress and histopathological changes in Mozambique tilapia, Oreochromis mossambicus', 'Structural characterization, antioxidant and anticancer properties of gold nanoparticles synthesized from leaf extract (decoction) of Antigonon leptopus Hook. & Arn.', 'Structural characterization, antioxidant and in vitro cytotoxic properties of seagrass, Cymodocea serrulata (R. Br.) Asch. & Magnus mediated silver nanoparticles', 'Structural characterization and evaluation of mosquito-larvicidal property of silver nanoparticles synthesized from the seaweed, Turbinaria ornata (Turner) J\xa0…', 'Mukia maderaspatana (Cucurbitaceae) extract-mediated synthesis of silver nanoparticles to control Culex quinquefasciatus and Aedes aegypti (Diptera: Culicidae)', 'Larvicidal activity of titanium dioxide nanoparticles synthesized using Morinda citrifolia root extract against Anopheles stephensi, Aedes aegypti and Culex quinquefasciatus\xa0…', 'GC–MS analysis of bioactive components and synthesis of gold nanoparticle using Chloroxylon swietenia DC leaf extract and its larvicidal activity', 'Description of Providencia vermicola isolated from diseased Indian major carp, Labeo rohita (Hamilton, 1822)']"
215,Partha Ghoshdastidar,"Professor of Dept. of Mechanical Engineering, Indian Institute of Technology Kanpur",Computational Heat Transfer,1832,https://scholar.google.com/citations?hl=en&user=5r6Qh9QAAAAJ,23,37,"['A coupled level-set and volume-of-fluid method for the buoyant rise of gas bubbles in liquids', 'Nanofinishing of flat workpieces using rotational–magnetorheological abrasive flow finishing (R-MRAFF) process', 'Fluid flow analysis of magnetorheological abrasive flow finishing (MRAFF) process', 'Computational investigation on bubble detachment from submerged orifice in quiescent liquid under normal and reduced gravity', 'Nano-finishing of stainless-steel tubes using rotational magnetorheological abrasive flow finishing process', 'Analysis of magnetorheological abrasive flow finishing (MRAFF) process', 'Bubble generation in quiescent and co-flowing liquids', 'Computer simulation of transport processes during injection mold-filling and optimization of the molding conditions', 'Computer simulation of flow and heat transfer', 'The out-of-roundness of the internal surfaces of stainless steel tubes finished by the rotational–magnetorheological abrasive flow finishing process']"
216,Santanu Misra,Indian Institute of Technology Kanpur,"Structural Geology, Rock Mechanics, Rheology, Rock Physics",1831,https://scholar.google.com/citations?hl=en&user=QU9R-I8AAAAJ,24,52,"['A review of experimental research on Enhanced Coal Bed Methane (ECBM) recovery via CO2 sequestration', 'Social networks in the context of community response to disaster: Study of a cyclone-affected community in Coastal West Bengal, India', 'Formation of Riedel shear fractures in granular materials: Findings from analogue shear experiments and theoretical analyses', 'Impact of obesity and the metabolic syndrome on risk factors in African American stroke survivors: a report from the AAASPS', 'The mechanical and microstructural behaviour of calcite-dolomite composites: An experimental investigation', 'Microscopic anatomy of a “hot-on-cold” shear zone: Insights from quartzites of the Main Central Thrust in the Alaknanda region (Garhwal Himalaya)', 'Mechanisms of deformation localization at the tips of shear fractures: Findings from analogue experiments and field evidence', 'Mechanics of kink-bands during torsion deformation of muscovite aggregate', 'Localization of plastic zones in rocks around rigid inclusions: Insights from experimental and theoretical models', 'Strain localization and melt segregation in deforming metapelites']"
217,amitabha mukerjee,IIT Kanpur,"machine learning, computer vision, Artificial intelligence, cognitive science, robotics",1793,https://scholar.google.com/citations?hl=en&user=6lD1AscAAAAJ,20,42,"['A qualitative model for space', 'Multi–objective evolutionary algorithms for the risk–return trade–off in bank loan management', 'Non-linear dimensionality reduction by locally linear isomaps', 'Self-calibration in robot manipulators', 'Detecting complex predicates in hindi using pos projection across parallel corpora', 'Conceptual description of visual scenes from linguistic models', 'Contextual rnn-gans for abstract reasoning diagram generation', 'Anomaly localization in topic-based analysis of surveillance videos', 'Efficient occlusion handling for multiple agent tracking by reasoning with surveillance event primitives', 'Confidence based updation of motion conspicuity in dynamic scenes']"
218,Braj Bhushan,IIT Kanpur,"Cognitive Neuropsychology, Emotion Science, Trauma Psychology, Cognitive Design",1792,https://scholar.google.com/citations?hl=en&user=C2iVFoQAAAAJ,23,41,"['Posttraumatic stress and growth among Tibetan refugees: The mediating role of cognitive‐emotional regulation strategies', 'Psychology of meditation and health: Present status and future directions', 'Active physical practice followed by mental practice using BCI-driven hand exoskeleton: a pilot trial for clinical effectiveness and usability', 'Posttraumatic growth experiences among Tibetan refugees: A qualitative investigation', 'Cultural factors promoting coping among Tibetan refugees: A qualitative investigation', 'Statistics for social sciences: With SPSS application', 'Emotional distress and posttraumatic stress in children surviving the 2004 tsunami', 'Tears evoke the intention to offer social support: A systematic investigation of the interpersonal effects of emotional crying across 41 countries', 'Cultural variation in hemifacial asymmetry of emotion expressions', 'Short-term enhancement of cognitive functions and music: A three-channel model']"
219,Dr. Dinesh De,IIT Kanpur,"Metal Organic Framework, Heterogeneous Catalysis, Cryptand",1774,https://scholar.google.com/citations?hl=en&user=dZd3BIQAAAAJ,23,25,"['Metal–organic frameworks for the chemical fixation of CO2 into cyclic carbonates', 'A Versatile CuII Metal–Organic Framework Exhibiting High Gas Storage Capacity with Selectivity for CO2: Conversion of CO2 to Cyclic Carbonate and Other\xa0…', 'Flexible Zn-MOF Exhibiting Selective CO2 Adsorption and Efficient Lewis Acidic Catalytic Activity', 'An Amine Functionalized Metal–Organic Framework as an Effective Catalyst for Conversion of CO2 and Biginelli Reactions', 'A Partially Fluorinated, Water-Stable Cu(II)–MOF Derived via Transmetalation: Significant Gas Adsorption with High CO2 Selectivity and Catalysis of Biginelli\xa0…', 'Significant Gas Adsorption and Catalytic Performance by a Robust CuII–MOF Derived through Single‐Crystal to Single‐Crystal Transmetalation of a Thermally Less‐Stable Zn\xa0…', 'Metal-organic frameworks as heterogeneous catalysts for the chemical conversion of carbon dioxide', 'A Cu(ii)-MOF capable of fixing CO2 from air and showing high capacity H2 and CO2 adsorption', 'From Zn(II)-Carboxylate to Double-Walled Zn(II)-Carboxylato Phosphate MOF: Change in the Framework Topology, Capture and Conversion of CO2, and Catalysis\xa0…', 'A Cu(ii) metal–organic framework with significant H2 and CO2 storage capacity and heterogeneous catalysis for the aerobic oxidative amination of C(sp3)–H\xa0…']"
220,Dr. Baghendra Singh,Indian Institute of Technology Kanpur,"MOF-derived catalysts, PBA-based materials, Energy Conversion, Hybrid water electrolysis",1765,https://scholar.google.com/citations?hl=en&user=hZsFmycAAAAJ,23,43,"['Prussian blue-and Prussian blue analogue-derived materials: progress and prospects for electrochemical energy conversion', 'Modulating electronic structure of metal-organic framework derived catalysts for electrochemical water oxidation', 'Realizing electrochemical transformation of a metal–organic framework precatalyst into a metal hydroxide–oxy (hydroxide) active catalyst during alkaline water oxidation', 'Deciphering ligand controlled structural evolution of prussian blue analogues and their electrochemical activation during alkaline water oxidation', 'Electrochemical transformation of Prussian blue analogues into ultrathin layered double hydroxide nanosheets for water splitting', 'Designing Self‐Supported Metal‐Organic Framework Derived Catalysts for Electrochemical Water Splitting', 'Tuning the properties of CoFe-layered double hydroxide by vanadium substitution for improved water splitting activity', 'Electrochemical Transformation of Metal Organic Framework into Ultrathin Metal Hydroxide-(oxy) hydroxide Nanosheets for Alkaline Water Oxidation', 'Introduction of high valent Mo6+ in Prussian blue analog derived Co-layered double hydroxide nanosheets for improved water splitting', 'Surface and interface engineering in transition metal–based catalysts for electrochemical water oxidation']"
221,Rajesh Sathiyamoorthy,"Professor of Civil Engineering, Indian Institute of Technology Kanpur",Geotechnical Engineering,1764,https://scholar.google.com/citations?hl=en&user=ytKPYOcAAAAJ,26,46,"['Physical and numerical modelling of strip footing on geogrid reinforced transparent sand', 'Centrifuge modeling of geosynthetic-encased stone column-supported embankment over soft clay', 'Centrifuge model tests on clay based engineered barriers subjected to differential settlements', 'Deformation behavior of clay cap barriers of hazardous waste containment systems: Full-scale and centrifuge tests', 'Centrifuge model tests on the deformation behavior of geosynthetic-encased stone column supported embankment under undrained condition', 'Time-dependent behaviour of fully and partially penetrated geosynthetic encased stone columns', 'Hydro-mechanical behavior of geogrid reinforced soil barriers of landfill cover systems', 'Time-dependent behavior of embankment resting on soft clay reinforced with encased stone columns', 'Enhanced engineering characteristics of soils by electro-osmotic treatment: an overview', 'Evaluation of geogrid as a reinforcement layer in clay based engineered barriers']"
222,Sudib K Mishra,"Professor, Department of Civil Engineering, Indian Institute of Technology Kanpur","Structural Dynamics and Vibration, Structural Monitoring, Probabilistic Safety Assessment, Structural Instability, Computational",1763,https://scholar.google.com/citations?hl=en&user=mKQFR2MAAAAJ,25,47,"['An improved tuned mass damper (SMA-TMD) assisted by a shape memory alloy spring', 'Reliability-based-design-optimization of base isolated buildings considering stochastic system parameters subjected to random earthquakes', 'Performance assessment of buildings isolated by shape‐memory‐alloy rubber bearing: comparison with elastomeric bearing under near‐fault earthquakes', 'Shape-memory-alloy supplemented lead rubber bearing (SMA-LRB) for seismic isolation', 'A compliant tuned liquid damper for controlling seismic vibration of short period structures', 'Response of bridges isolated by shape memory–alloy rubber bearing', 'Tuned liquid column ball damper for seismic vibration control', 'Modeling the coupling of reaction kinetics and hydrodynamics in a collapsing cavity', 'Thermally modulated shape memory alloy friction pendulum (tmSMA‐FP) for substantial near‐fault earthquake structure protection', 'Multi-objective stochastic-structural-optimization of shape-memory-alloy assisted pure-friction bearing for isolating building against random earthquakes']"
223,Bharat Lohani,"Civil Engineering, IIT Kanpur,","LiDAR, Laser Scanning, Remote Sensing, GIS, Surveying",1751,https://scholar.google.com/citations?hl=en&user=Eyt5YqoAAAAJ,22,46,"['Airborne LiDAR technology: A review of data collection and processing systems', 'A repository of earth resource information–CORONA satellite programme', 'Application of airborne scanning laser altimetry to the study of tidal channel geomorphology', 'Extraction of road surface from mobile LiDAR data of complex road environment', 'Construction of a digital elevation model of the Holderness coast using the waterline method and airborne thematic mapper data', 'A review of land consolidation in the state of Uttar Pradesh, India: Qualitative approach', 'Recent advancements in AI-enabled smart electronics packaging for structural health monitoring', 'Cooperative localization of unmanned aerial vehicles using GNSS, MEMS inertial, and UWB sensors', 'Identification of pole-like structures from mobile lidar data of complex road environment', 'Airborne altimetric LIDAR: Principle, data collection, processing and applications']"
224,Prishati Raychowdhury,"Department of Civil Engineering, Indian Institute of Technology Kanpur",Geotechnical Earthquake Engineering,1751,https://scholar.google.com/citations?hl=en&user=Vewed7cAAAAJ,22,32,"['Performance evaluation of a nonlinear Winkler‐based shallow foundation model using centrifuge test results', 'Seismic response of low-rise steel moment-resisting frame (SMRF) buildings incorporating nonlinear soil–structure interaction (SSI)', 'Nonlinear Winkler-based shallow foundation model for performance assessment of seismically loaded structures', 'Application and validation of practical tools for nonlinear soil-foundation interaction analysis', 'Numerical models for analysis and performance-based design of shallow foundations subjected to seismic loading', 'Effect of soil parameter uncertainty on seismic demand of low-rise steel buildings on dense silty sand', 'Seismic response analysis of a nuclear reactor structure considering nonlinear soil-structure interaction', 'Performance of seismically loaded shearwalls on nonlinear shallow foundations', 'Nonlinear material models for Winkler-based shallow foundation response evaluation', 'Cyclic behavior and liquefaction potential of Renusagar pond ash reinforced with geotextiles']"
225,"Deepak Dhingra, Ph.D.","Dept. of Earth Sciences, Indian Institute of Technology Kanpur","Moon, Lunar Spectroscopy, Impact Melt Mineralogy, Mg-Spinel, Enceladus Plumes",1747,https://scholar.google.com/citations?hl=en&user=PRnGX-IAAAAJ,18,29,"['The Moon Mineralogy Mapper (M3) imaging spectrometer for lunar science: Instrument description, calibration, on‐orbit measurements, science data calibration\xa0…', 'Mg‐spinel lithology: A new rock type on the lunar farside', 'The mineralogy of late stage lunar volcanism as observed by the Moon Mineralogy Mapper on Chandrayaan‐1', 'M3 spectral analysis of lunar swirls and the link between optical maturation and surface hydroxyl formation at magnetic anomalies', 'The distribution of Mg-spinel across the Moon and constraints on crustal origin', 'Pink Moon: The petrogenesis of pink spinel anorthosites and implications concerning Mg-suite magmatism', 'Compositional diversity at Theophilus Crater: Understanding the geological context of Mg‐spinel bearing central peaks', 'Geological mapping of impact melt deposits at lunar complex craters Jackson and Tycho: Morphologic and topographic diversity and relation to the cratering process', 'Optical maturity variation in lunar spectra as measured by Moon Mineralogy Mapper data', 'Large mineralogically distinct impact melt feature at Copernicus crater–Evidence for retention of compositional heterogeneity']"
226,Tarun Kanti Ghosh,"Professor, Department of Physics, IIT-Kanpur, India","Topology in Condensed Matter Physics, spin-orbit coupled systems, 2D materials, quantum gases",1739,https://scholar.google.com/citations?hl=en&user=dCMScdEAAAAJ,20,40,"['Conductance quantization and snake states in graphene magnetic waveguides', 'Effect of electron-hole asymmetry on optical conductivity in 8-Pmmn borophene', 'Floquet topological phase transition in the α-T3 lattice', 'Magnetotransport properties of the α-T3 model', 'Photoinduced valley and electron-hole symmetry breaking in - lattice: The role of a variable Berry phase', 'Sound velocity and multibranch Bogoliubov spectrum in a superfluid Fermi gas along the BEC-BCS crossover', 'Unconventional phases in Haldane model of dice lattice', 'Exact solutions for a Dirac electron in an exponentially decaying magnetic field', 'Vortex formation in a fast rotating Bose-Einstein condensate', 'Dynamics of a quasiparticle in the α-T3 model: Role of pseudospin polarization and transverse magnetic field on zitterbewegung']"
227,ARNAB GHOSH,Indian Institute of Technology Kanpur,"Quantum Thermodynamics, Quantum Transport, Nonequilibrium Statistical Mechanics",1729,https://scholar.google.com/citations?hl=en&user=eGh5KAQAAAAJ,15,20,"['Thermodynamic principles and implementations of quantum machines', 'Quantum engine efficiency bound beyond the second law of thermodynamics', 'Enhanced precision bound of low-temperature quantum thermometry via dynamical control', 'Two-level masers as heat-to-work converters', 'Quantum brownian motion in a spin bath', 'Floquet quantum thermal transistor', 'Catalysis of heat-to-work conversion in quantum machines', 'Are quantum thermodynamic machines better than their classical counterparts?', 'Fermionic oscillator in a fermionic bath', 'Statistical generalization of regenerative bosonic and fermionic Stirling cycles']"
228,Appu Kumar Singh,IIT Kanpur,Structural Biology of membrane proteins,1720,https://scholar.google.com/citations?hl=en&user=mP9j66UAAAAJ,16,21,"['Crystal structure of the epithelial calcium channel TRPV6', 'Opening of the human epithelial calcium channel TRPV6', 'Structure and gating mechanism of the transient receptor potential channel TRPV3', 'Structural bases of noncompetitive inhibition of AMPA-subtype ionotropic glutamate receptors by antiepileptic drugs', 'Structural bases of TRP channel TRPV6 allosteric modulation by 2-APB', 'Structural basis of temperature sensation by the TRP channel TRPV3', 'Mechanism of calmodulin inactivation of the calcium-selective TRP channel TRPV6', 'Cryo-EM structure of human GPR158 receptor coupled to the RGS7-Gβ5 signaling complex', 'Swapping of transmembrane domains in the epithelial calcium channel TRPV6', 'Inactivation-mimicking block of the epithelial calcium channel TRPV6']"
229,Sayak Ray Chowdhury,"Assistant Professor of Computer Science and Engineering, Indian Institute of Technology …","Bandits, RL, Alignment, Privacy, Fairness",1691,https://scholar.google.com/citations?hl=en&user=Q0_CaxYAAAAJ,17,23,"['On kernelized multi-armed bandits', 'Provably robust dpo: Aligning language models with noisy feedback', 'Provably sample efficient rlhf via active preference optimization', 'Misspecified linear bandits', 'Online learning in kernelized markov decision processes', 'Gar-meets-rag paradigm for zero-shot information retrieval', 'Shuffle private linear contextual bandits', 'Bayesian optimization under heavy-tailed payoffs', 'No-regret algorithms for multi-task bayesian optimization', 'Differentially private regret minimization in episodic markov decision processes']"
230,Debtosh Chowdhury,"Department of Physics, IIT Kanpur","Theoretical Particle Physics, Cosmology",1690,https://scholar.google.com/citations?hl=en&user=L51KRaQAAAAJ,18,23,"['Les Houches 2013: physics at TeV colliders: new physics working group report', 'HEPfit: a code for the combination of indirect and direct constraints on high energy physics models', 'Update of global two-Higgs-doublet model fits', 'Charge and color breaking constraints in MSSM after the Higgs discovery at LHC', 'Global fits of the two-loop renormalized Two-Higgs-Doublet model with soft Z 2 breaking', 'Next-to-leading order unitarity fits in Two-Higgs-Doublet models with soft ℤ 2 breaking', 'Explaining the lepton non-universality at the LHCb and CMS within a unified framework', 'Moduli portal dark matter', 'SuSeFLAV 1.2: Program for supersymmetric mass spectra with seesaw mechanism and rare lepton flavor violating decays', 'Proposal for generalised Supersymmetry Les Houches Accord for see-saw models and PDG numbering scheme']"
231,Rohit Medwal,"Assistant Professor, Indian Institute of Technology Kanpur","Nanomagnetism, Spin Pumping, Spintronics, THz spintronics, Operando TEM",1679,https://scholar.google.com/citations?hl=en&user=c7_mR2gAAAAJ,24,53,"['Volatile ultrafast switching at multilevel nonvolatile states of phase change material for active flexible terahertz metadevices', 'Generalized Brewster angle effect in thin-film optical absorbers and its application for graphene hydrogen sensing', 'Temperature dependent Raman scattering and electronic transitions in rare earth SmFeO3', 'Dynamic color generation with electrically tunable thin film optical coatings', 'Ultrafast Photo‐Thermal Switching of Terahertz Spin Currents', 'Important role of magnetization precession angle measurement in inverse spin Hall effect induced by spin pumping', 'Tailoring oxygen sensing characteristics of Co3O4 nanostructures through Gd doping', 'Electrically tunable singular phase and Goos–Hänchen shifts in phase‐change‐material‐based thin‐film coatings as optical absorbers', 'Enhanced Spin Hall Effect in S‐Implanted Pt', 'Nickel ferrite embedded polyvinylidene fluoride composite based flexible magneto-electric systems']"
232,Amarendra Singh,IIT Kanpur,"Solidification, ICME, Steel Refining and Casting",1677,https://scholar.google.com/citations?hl=en&user=smI8kc8AAAAJ,21,40,"['Structure–property linkages using a data science approach: application to a non-metallic inclusion/steel composite system', 'An inverse, decision-based design method for integrated design exploration of materials, products, and manufacturing processes', 'Ladle furnace on-line reckoner for prediction and control of steel temperature and composition', 'Inclusions in steel: micro–macro modelling approach to analyse the effects of inclusions on the properties of steel', 'Multiphase modeling of bottom-stirred ladle for prediction of slag–steel interface and estimation of desulfurization behavior', 'An explicit–implicit time stepping scheme for solidification models', 'Robust concept exploration of materials, products, and associated manufacturing processes', 'Role of appropriate permeability model on numerical prediction of macrosegregation', 'Modelling of convection during solidification of metal and alloys', 'CFD Based Operational Thermal Efficiency Improvement of a Production Data Center']"
233,Ganapathi Anantharaman,"Deparment of Chemistry, IIT Kanpur","Main group, Coordination and Organometallic Chemistry",1676,https://scholar.google.com/citations?hl=en&user=TnmlVXwAAAAJ,25,39,"['Aluminum substituted cobalt ferrite (Co− Al− Fe) nano adsorbent for arsenic adsorption in aqueous systems and detailed redox behavior study with XPS', 'Synthesis, Spectral Characterization, and Structural Studies of 2-Aminobenzoate Complexes of Divalent Alkaline Earth Metal Ions:\u2009 X-ray Crystal Structures of [Ca(2-aba)2(OH2)3]∞, [{Sr(2-aba)2(OH2)2}·H2O]∞, and [Ba(2-aba\xa0…', 'Reactions of 2-mercaptobenzoic acid with divalent alkaline earth metal ions: synthesis, spectral studies, and single-crystal x-ray structures of calcium, strontium, and barium\xa0…', 'Assembly of Lipophilic Tetranuclear (Cu4 and Zn4) Molecular Metallophosphonates from 2,4,6-Triisopropylphenylphosponic Acid and Pyrazole Ligands', 'Control of molecular topology and metal nuclearity in multimetallic assemblies: Designer metallosiloxanes derived from silanetriols', 'Polyhedral ferrous and ferric siloxanes', 'Organoaluminum chemistry with low valent aluminum—recent developments', 'A nanoscopic molecular cadmium phosphonate wrapped in a hydrocarbon sheath', 'Redox synergistic Mn-Al-Fe and Cu-Al-Fe ternary metal oxide nano adsorbents for arsenic remediation with environmentally stable As (0) formation', 'Aluminum substituted nickel ferrite (Ni–Al–Fe): a ternary metal oxide adsorbent for arsenic adsorption in aqueous medium']"
234,Narendra K Sharma,"Former Professor of psychology/Management, iit kanpur","cognitive psychology, Marketing, Multivariate Analysis",1673,https://scholar.google.com/citations?hl=en&user=depp7eQAAAAJ,18,32,"['Service quality, corporate brand image, and switching behavior: The mediating role of customer satisfaction and repurchase intention', 'Bilingualism  and lexical representation', ""The impact of perceived crowding on consumers' store patronage intentions: Role of optimal stimulation level and shopping motivation"", 'The role of script and phonology in lexical  representation', 'A typology of Indian hypermarket shoppers based on shopping motivation', 'Cognitive load and task condition in event-and time-based prospective memory: an experimental investigation', 'Consumer attitude towards brand-extension incongruity: The moderating role of need for cognition and need for change', ""Compliance with bases of power and subordinates' perception of superiors: moderating effect of quality of interaction."", 'Effect of cognitive load and paradigm on time perception', 'Consumer attitude towards brand extension: A comparative study of fast moving consumer goods, durable goods and services']"
235,Shakti S Gupta,"Indian Institute of Technology Kanpur, Kanpur, India",Engineering science and mechanics,1669,https://scholar.google.com/citations?hl=en&user=5dZryMIAAAAJ,17,29,"['Wave propagation in single-walled carbon nanotube under longitudinal magnetic field using nonlocal Euler–Bernoulli beam theory', 'Free vibration analysis of functionally graded elliptical cylindrical shells using higher-order theory', 'Wall thickness and elastic moduli of single-walled carbon nanotubes from frequencies of axial, torsional and inextensional modes of vibration', 'Elastic properties and frequencies of free vibrations of single-layer graphene sheets', 'Continuum structures equivalent in normal mode vibrations to single-walled carbon nanotubes', 'Wall thickness and radial breathing modes of single-walled carbon nanotubes', 'Investigation of Planar and Helical Bend Losses in Single and Few-Mode Optical Fibers', 'Thermo-flexural analysis of thick laminates of bimodulus composite materials', 'Free flexural vibration behavior of bimodular material angle-ply laminated composite plates', 'Inextensional vibration of zig-zag single-walled carbon nanotubes using nonlocal elasticity theories']"
236,Namrata Singh,Indian Institute of Technology Kanpur,"Material Chemistry, Nanocatalysis, Bioinorganic Chemistry, Chemical Biology",1665,https://scholar.google.com/citations?hl=en&user=Qysbm08AAAAJ,10,10,"[""A redox modulatory Mn3O4 nanozyme with multi‐enzyme activity provides efficient cytoprotection to human cells in a Parkinson's disease model"", 'A Cerium Vanadate Nanozyme with Specific Superoxide Dismutase Activity Regulates Mitochondrial Function and ATP Synthesis in Neuronal Cells', 'Antioxidant and Prooxidant Nanozymes: from cellular redox regulation to Next‐generation therapeutics', 'Manganese‐based nanozymes: multienzyme redox activity and effect on the nitric oxide produced by endothelial nitric oxide synthase', 'A manganese oxide nanozyme prevents the oxidative damage of biomolecules without affecting the endogenous antioxidant system', 'CeVO4 nanozymes catalyze the reduction of dioxygen to water without releasing partially reduced oxygen species', 'Synthesis of novel luminescent copper nanoclusters with substituent driven self-assembly and aggregation induced emission (AIE)', 'A redox modulatory SOD mimetic nanozyme prevents the formation of cytotoxic peroxynitrite and improves nitric oxide bioavailability in human endothelial cells', 'Antioxidant metal oxide nanozymes: role in cellular redox homeostasis and therapeutics', 'Highly stable pyrimidine based luminescent copper nanoclusters with superoxide dismutase mimetic and nitric oxide releasing activity']"
